edad,monto_credito,antiguedad_laboral_meses,correo_dominio_gratuito,telefono_verificado,reputacion_negocio,ingresos_declarados,ingresos_declarados_reportados_bis,monto_credito_normalizado,region_operativa_constante,target
28,7361.0,30.0,0,1,0.538,12865.0,12056.0,4.936,1,0
62,2490.0,83.0,0,1,0.198,8329.0,8504.0,1.66,1,0
35,5885.0,28.0,0,0,0.449,11298.0,11345.0,3.997,2,0
41,4409.0,13.0,0,0,0.728,8104.0,8103.0,2.837,1,0
51,13257.0,44.0,0,0,0.88,20244.0,19390.0,8.271,1,0
40,6293.0,25.0,1,0,0.493,13312.0,13262.0,4.259,2,0
29,7683.0,7.0,0,1,0.721,13065.0,12931.0,5.363,1,1
23,6170.0,10.0,0,1,0.61,11605.0,11124.0,4.008,1,0
28,4380.0,9.0,0,0,0.348,9138.0,9385.0,2.978,2,0
52,3763.0,40.0,1,1,0.918,5398.0,5172.0,2.517,1,0
22,6916.0,13.0,0,1,0.933,8649.0,8864.0,4.554,1,0
50,5682.0,1.0,0,1,0.659,5627.0,5252.0,3.773,1,0
50,4358.0,21.0,1,1,0.915,8813.0,8603.0,2.843,1,1
30,7893.0,18.0,1,0,0.923,8568.0,8476.0,5.436,1,0
47,2047.0,64.0,1,0,0.523,6214.0,6130.0,1.344,1,0
37,3000.0,4.0,0,1,0.576,6241.0,6176.0,2.019,1,0
26,4681.0,7.0,1,1,0.864,9368.0,9499.0,2.984,1,0
50,10329.0,22.0,1,1,0.63,6192.0,5886.0,6.79,1,0
27,4915.0,21.0,0,1,0.231,10140.0,10422.0,3.198,1,0
51,4280.0,42.0,1,0,0.459,11895.0,11714.0,2.802,2,0
47,5815.0,68.0,1,1,0.355,5280.0,5198.0,3.862,1,0
48,8175.0,2.0,1,0,0.354,3582.0,3443.0,5.333,1,0
40,5778.0,60.0,1,1,0.704,8162.0,8485.0,3.706,1,0
23,5212.0,41.0,1,1,0.481,10413.0,9887.0,3.561,1,0
39,5159.0,20.0,1,1,0.724,8402.0,8847.0,3.593,1,0
52,8044.0,12.0,0,1,0.583,5249.0,5198.0,5.195,1,1
55,5317.0,6.0,1,1,0.674,12540.0,11792.0,3.692,1,0
62,10252.0,48.0,1,1,0.323,5059.0,4986.0,6.466,1,0
46,10575.0,9.0,0,1,0.542,3776.0,3748.0,7.123,1,1
57,9875.0,26.0,0,1,0.665,6853.0,6877.0,6.518,1,0
61,5538.0,30.0,1,1,0.729,9906.0,9775.0,3.839,1,0
36,2872.0,21.0,0,0,0.786,8472.0,9039.0,1.81,1,0
52,6048.0,13.0,0,0,0.742,5294.0,5432.0,4.089,1,0
63,4490.0,14.0,0,1,0.925,11189.0,10731.0,3.03,2,0
60,3010.0,22.0,0,1,0.706,3980.0,4124.0,2.031,1,0
27,12615.0,10.0,0,1,0.42,10249.0,10386.0,8.584,1,1
35,6019.0,15.0,1,1,0.524,6307.0,6120.0,4.137,1,0
27,2212.0,141.0,1,1,0.621,8425.0,8479.0,1.454,1,0
59,6074.0,9.0,0,0,0.804,9211.0,9243.0,4.108,1,0
26,3508.0,10.0,1,0,0.733,7164.0,7338.0,2.277,1,0
40,5022.0,59.0,0,0,0.705,7169.0,6987.0,3.341,2,0
56,2683.0,20.0,1,1,0.647,16942.0,16817.0,1.684,1,0
28,7006.0,9.0,1,1,0.676,15816.0,15431.0,4.484,1,1
63,3512.0,9.0,1,0,0.41,4361.0,4383.0,2.421,1,0
32,6411.0,95.0,1,1,0.51,4123.0,4235.0,4.262,2,0
21,7243.0,3.0,0,0,0.592,9663.0,10186.0,4.676,1,0
64,13963.0,29.0,1,1,1.0,7596.0,7653.0,9.272,1,0
55,6593.0,12.0,0,1,0.632,12606.0,12400.0,4.609,1,0
40,3660.0,64.0,1,1,1.0,12714.0,12669.0,2.401,1,0
41,11116.0,56.0,0,1,0.663,8545.0,8743.0,7.414,1,0
45,5287.0,7.0,1,1,0.546,9261.0,9610.0,3.474,1,0
54,5043.0,43.0,0,1,0.319,14779.0,14272.0,3.211,1,0
52,1104.0,6.0,0,1,0.619,7119.0,7148.0,0.709,1,0
36,8142.0,47.0,1,1,0.679,12829.0,12676.0,5.432,1,0
22,1801.0,1.0,1,0,0.722,10659.0,10645.0,1.18,1,0
21,6909.0,5.0,0,1,0.463,15948.0,15451.0,4.671,1,0
36,3119.0,23.0,1,1,0.848,17756.0,18230.0,2.004,1,0
48,2368.0,9.0,0,1,0.832,3896.0,3659.0,1.595,2,0
51,2724.0,4.0,1,1,0.569,8827.0,9014.0,1.74,1,0
36,6648.0,57.0,1,0,0.504,5471.0,5564.0,4.549,1,0
46,4607.0,20.0,0,0,0.678,1796.0,1899.0,3.003,1,0
21,5333.0,9.0,1,1,0.698,6717.0,6557.0,3.396,1,0
39,5210.0,5.0,1,1,0.597,3162.0,3322.0,3.562,1,0
35,5418.0,20.0,1,1,0.968,10882.0,10989.0,3.63,1,0
42,8480.0,34.0,1,1,0.68,4557.0,4643.0,5.712,1,0
32,11423.0,18.0,0,1,0.533,4956.0,4950.0,7.726,1,0
54,4914.0,20.0,1,0,0.753,11197.0,11121.0,3.241,1,0
42,5296.0,2.0,0,0,0.643,5492.0,5444.0,3.492,1,0
35,3870.0,12.0,0,0,0.279,10085.0,10621.0,2.576,1,0
54,2949.0,14.0,0,1,0.483,2641.0,2584.0,2.032,1,0
64,3287.0,4.0,1,1,0.988,11041.0,11446.0,2.209,1,0
52,8355.0,21.0,1,1,0.362,10619.0,10028.0,5.529,1,0
40,8855.0,1.0,0,1,0.993,6605.0,6614.0,6.059,1,0
48,6245.0,20.0,1,1,0.557,8641.0,8343.0,4.101,1,0
51,2058.0,5.0,1,1,0.363,9444.0,9512.0,1.366,1,0
63,4116.0,5.0,1,0,0.653,5239.0,5056.0,2.738,1,0
48,4079.0,30.0,0,0,0.473,8369.0,8236.0,2.787,1,0
39,2136.0,6.0,1,0,0.587,6931.0,6749.0,1.514,1,1
20,6941.0,21.0,1,1,0.541,8125.0,8063.0,4.666,2,0
37,4514.0,6.0,1,1,0.613,9446.0,9350.0,2.935,1,0
48,4847.0,1.0,0,1,0.664,6184.0,6387.0,3.101,2,0
56,3358.0,10.0,1,1,0.516,8859.0,8887.0,2.345,1,0
63,6642.0,0.0,0,1,0.701,13951.0,14726.0,4.602,1,0
50,7505.0,18.0,1,0,1.0,12981.0,13207.0,5.002,1,1
55,10026.0,16.0,0,0,0.83,12689.0,12478.0,6.598,1,0
46,1905.0,77.0,0,1,0.157,9105.0,8963.0,1.296,1,0
31,1835.0,100.0,0,1,0.306,10394.0,10626.0,1.229,2,0
45,1428.0,20.0,1,0,0.55,9635.0,9575.0,0.976,1,0
59,1554.0,34.0,1,1,0.742,9292.0,9227.0,1.015,1,1
64,4041.0,65.0,0,0,0.504,4552.0,4553.0,2.72,1,0
31,4920.0,7.0,1,1,0.823,12188.0,12270.0,3.346,2,1
53,9005.0,5.0,0,1,0.66,4376.0,4342.0,5.804,2,1
41,7362.0,6.0,1,0,0.733,9614.0,9359.0,4.75,1,0
47,6094.0,6.0,0,0,0.151,6238.0,5974.0,4.066,2,0
53,6424.0,32.0,1,0,0.721,6340.0,5902.0,4.187,2,0
37,3291.0,32.0,0,1,0.869,18197.0,18635.0,2.107,1,0
61,4061.0,5.0,0,1,0.783,6505.0,6523.0,2.706,1,0
59,4382.0,45.0,0,1,0.68,14678.0,14077.0,2.873,1,0
30,5869.0,5.0,1,1,0.866,10836.0,11197.0,3.88,1,0
52,6926.0,2.0,0,1,0.356,11276.0,11371.0,4.491,2,0
42,7997.0,25.0,0,1,0.563,8519.0,8119.0,5.371,1,0
63,8054.0,58.0,0,1,0.511,12462.0,11967.0,5.343,1,0
26,5151.0,3.0,1,1,0.798,7746.0,7615.0,3.552,2,0
20,11898.0,54.0,0,1,0.642,7958.0,7863.0,8.498,1,0
36,10591.0,4.0,1,1,0.96,13523.0,13148.0,7.244,1,0
26,2403.0,4.0,1,0,0.984,11643.0,11804.0,1.631,1,0
47,12347.0,44.0,0,1,0.72,15602.0,14840.0,8.285,1,0
54,10053.0,2.0,1,0,0.579,11968.0,11787.0,6.499,1,1
21,1374.0,54.0,1,1,0.289,8034.0,7997.0,0.936,1,0
38,4007.0,9.0,0,0,0.67,13233.0,13100.0,2.562,1,0
21,5153.0,4.0,0,1,0.58,13641.0,13515.0,3.539,1,0
41,7695.0,9.0,0,0,0.068,4845.0,4871.0,5.186,1,0
57,2609.0,17.0,0,0,0.622,9712.0,9098.0,1.676,1,0
36,8955.0,12.0,1,1,0.547,10256.0,9800.0,5.826,2,0
37,9265.0,24.0,1,1,0.64,21342.0,22084.0,6.339,2,0
29,3996.0,22.0,1,1,0.49,10502.0,10416.0,2.655,1,0
28,9865.0,13.0,1,0,0.755,5757.0,5892.0,6.428,1,0
58,2775.0,12.0,1,0,0.733,7843.0,7824.0,1.792,1,0
22,7567.0,117.0,1,1,0.75,14863.0,14824.0,5.0,1,0
24,5376.0,4.0,0,1,0.639,5152.0,4997.0,3.657,2,0
30,5400.0,3.0,0,1,0.732,6804.0,6758.0,3.664,1,0
34,9028.0,24.0,1,0,1.0,2453.0,2392.0,6.102,1,0
52,1441.0,1.0,0,1,0.843,5317.0,5240.0,0.992,1,0
64,3448.0,39.0,0,0,0.524,12206.0,12248.0,2.271,1,0
58,8412.0,90.0,0,1,0.517,3614.0,3610.0,5.588,1,0
46,8208.0,49.0,0,1,0.71,3953.0,3920.0,5.314,1,0
26,4328.0,1.0,0,1,0.225,9027.0,8869.0,2.952,2,0
55,5878.0,8.0,0,1,0.684,11659.0,11267.0,3.711,1,0
61,3500.0,91.0,1,1,0.7,2019.0,2049.0,2.322,1,0
48,3808.0,44.0,1,1,0.531,3641.0,3427.0,2.489,1,0
45,5223.0,23.0,0,1,0.618,7947.0,7828.0,3.459,1,0
21,1830.0,8.0,1,1,0.747,10863.0,11113.0,1.256,1,0
39,4956.0,16.0,1,1,0.619,8054.0,8188.0,3.218,1,0
63,8958.0,2.0,0,1,0.753,9138.0,8853.0,6.074,1,1
40,9252.0,24.0,1,1,0.613,6445.0,6537.0,6.21,1,0
33,9982.0,28.0,1,0,0.616,14870.0,14847.0,6.715,2,0
24,2438.0,43.0,0,1,0.313,8455.0,8664.0,1.605,1,0
59,7935.0,134.0,0,1,0.897,11109.0,11249.0,5.502,2,0
50,9527.0,2.0,0,1,1.0,14077.0,14018.0,6.37,2,0
29,3398.0,21.0,0,0,0.384,5673.0,5486.0,2.16,1,0
23,8410.0,33.0,1,1,0.565,12090.0,12323.0,5.366,2,0
27,5571.0,7.0,0,0,0.409,5621.0,6124.0,3.648,1,0
31,2192.0,14.0,0,1,0.722,12310.0,12654.0,1.468,1,0
46,20660.0,86.0,1,1,0.56,13023.0,13214.0,13.533,1,0
47,3633.0,30.0,0,1,0.279,7163.0,7401.0,2.371,1,0
57,4970.0,68.0,0,1,0.43,13105.0,12863.0,3.357,1,0
26,8853.0,2.0,0,1,0.8,6491.0,6361.0,5.859,1,0
56,6662.0,2.0,1,0,0.564,15148.0,14669.0,4.4,1,0
32,4248.0,17.0,0,1,0.698,5479.0,5635.0,2.883,1,0
22,5193.0,6.0,1,1,1.0,18240.0,18501.0,3.434,1,0
51,6531.0,132.0,1,0,0.633,7062.0,7256.0,4.168,1,0
29,3692.0,16.0,1,1,0.726,14242.0,13901.0,2.542,1,0
63,10481.0,25.0,1,1,0.67,6872.0,6689.0,6.778,1,0
39,8965.0,22.0,0,1,0.836,2216.0,2339.0,6.0,1,0
37,1301.0,14.0,1,0,0.558,10328.0,10340.0,0.842,1,1
56,2129.0,20.0,1,1,0.461,7158.0,7003.0,1.523,1,0
20,4335.0,34.0,1,1,0.448,9983.0,10003.0,2.868,1,1
23,9336.0,11.0,0,1,0.622,3831.0,3747.0,6.162,1,0
34,11008.0,24.0,1,1,0.35,6028.0,5889.0,7.094,2,0
40,3962.0,61.0,1,0,0.57,12902.0,13207.0,2.602,1,1
55,4076.0,18.0,1,1,0.673,10866.0,10703.0,2.773,1,0
37,2505.0,1.0,0,0,0.529,16921.0,16266.0,1.617,1,0
23,11392.0,20.0,0,1,0.63,20886.0,21461.0,7.672,2,0
49,7938.0,3.0,1,1,0.717,21083.0,21030.0,5.164,1,0
40,5200.0,12.0,0,0,0.678,12116.0,12601.0,3.496,1,0
62,9328.0,28.0,0,0,0.644,4294.0,4588.0,5.757,2,0
57,4058.0,11.0,0,1,0.757,6203.0,6162.0,2.771,1,0
29,11800.0,19.0,0,1,0.657,11905.0,12153.0,7.878,1,0
20,1973.0,24.0,1,0,0.459,4803.0,4951.0,1.352,1,0
28,5940.0,6.0,0,0,0.651,8080.0,7783.0,3.983,1,0
56,5159.0,32.0,0,1,0.522,4905.0,5049.0,3.322,1,0
21,6521.0,115.0,0,0,0.651,8345.0,8347.0,4.052,1,0
64,3392.0,17.0,1,0,0.602,7511.0,8000.0,2.245,1,0
41,6341.0,23.0,1,1,0.62,13241.0,12491.0,4.352,1,0
46,7725.0,52.0,1,1,0.668,3115.0,3141.0,5.05,1,0
38,3533.0,76.0,1,1,0.562,6455.0,6504.0,2.309,1,0
20,7230.0,44.0,0,1,0.927,8550.0,8501.0,4.684,1,0
20,6902.0,62.0,0,1,0.422,6506.0,6680.0,4.94,1,0
44,2988.0,22.0,0,0,0.505,15658.0,15193.0,1.942,1,0
53,7165.0,20.0,0,0,0.498,14988.0,14992.0,4.769,1,0
42,8207.0,3.0,1,1,0.181,8962.0,8909.0,5.254,2,0
50,14256.0,9.0,0,1,0.788,11953.0,12183.0,9.572,1,0
27,6452.0,16.0,0,1,0.511,7024.0,6829.0,4.223,2,0
54,1954.0,7.0,1,1,0.624,9857.0,10217.0,1.273,1,0
49,2691.0,17.0,1,1,0.432,13625.0,13376.0,1.854,1,0
63,5906.0,36.0,0,1,0.518,14466.0,15032.0,3.943,1,0
31,6526.0,13.0,0,1,0.726,11360.0,11766.0,4.307,1,0
63,4298.0,45.0,0,0,0.48,5730.0,5682.0,2.974,1,0
54,2460.0,13.0,0,1,0.574,13741.0,14057.0,1.614,1,0
64,8354.0,11.0,0,1,0.419,11424.0,12400.0,5.583,1,0
33,6158.0,23.0,1,0,0.621,7651.0,7684.0,3.942,1,0
43,11602.0,18.0,0,1,0.435,7916.0,7670.0,7.96,1,1
36,1827.0,51.0,0,0,0.781,9286.0,8864.0,1.183,1,0
57,4619.0,2.0,1,1,0.608,14198.0,13336.0,3.153,1,0
33,7610.0,13.0,1,1,0.53,9832.0,10004.0,4.979,1,0
41,4769.0,8.0,0,1,0.552,4801.0,4730.0,3.259,2,0
50,10296.0,22.0,1,0,0.977,3378.0,3476.0,6.805,1,0
45,9329.0,12.0,1,0,0.605,5099.0,4877.0,6.272,1,0
54,14494.0,6.0,1,1,0.501,7760.0,7656.0,9.607,1,0
46,6475.0,2.0,0,1,0.451,9609.0,10037.0,4.313,2,1
22,3404.0,22.0,0,1,0.61,12052.0,12358.0,2.168,1,0
38,2288.0,29.0,1,1,0.773,7398.0,7744.0,1.501,2,0
63,7246.0,4.0,0,0,0.379,8403.0,8537.0,4.934,1,0
28,3473.0,47.0,1,0,0.473,5111.0,5129.0,2.33,1,0
50,4985.0,6.0,0,1,0.45,11856.0,11432.0,3.348,1,0
63,3597.0,6.0,1,1,0.602,8456.0,7881.0,2.459,1,0
23,10519.0,2.0,1,1,0.744,15659.0,15219.0,7.093,1,0
21,5506.0,15.0,1,1,0.762,5363.0,5346.0,3.572,1,0
64,3968.0,31.0,1,1,0.551,11348.0,11457.0,2.666,1,0
64,6037.0,5.0,0,1,0.587,7781.0,7759.0,4.011,2,1
52,9633.0,1.0,1,1,0.599,6379.0,6339.0,6.851,1,0
63,2423.0,33.0,1,0,0.472,10598.0,10322.0,1.612,2,0
25,1968.0,2.0,1,1,0.693,4983.0,4973.0,1.345,2,1
62,7537.0,6.0,0,1,0.817,11909.0,11606.0,4.922,1,0
26,10928.0,10.0,1,1,0.951,7549.0,7095.0,7.358,1,0
39,3884.0,1.0,0,1,0.683,12229.0,12194.0,2.631,1,0
64,3668.0,4.0,1,0,0.873,5284.0,5458.0,2.495,1,0
40,3598.0,10.0,1,1,0.382,21820.0,21727.0,2.314,1,0
37,7480.0,72.0,1,0,0.254,9213.0,9220.0,4.971,1,0
62,6164.0,9.0,1,1,0.569,5723.0,5695.0,4.221,2,0
55,6902.0,4.0,1,1,0.685,5589.0,5265.0,4.411,1,1
23,6108.0,10.0,0,1,0.726,7001.0,7174.0,4.058,2,0
48,7896.0,51.0,0,1,0.746,7947.0,8432.0,5.182,1,0
61,761.0,6.0,1,1,0.952,6044.0,6143.0,0.483,2,0
50,13646.0,29.0,1,0,0.582,9667.0,10058.0,9.243,1,0
45,7904.0,16.0,1,1,0.76,6071.0,5964.0,5.233,1,0
58,4040.0,19.0,0,0,0.591,10872.0,11518.0,2.61,1,0
52,6441.0,14.0,1,1,0.792,9280.0,9318.0,4.334,1,0
45,1557.0,20.0,1,1,1.0,10335.0,10045.0,1.043,1,0
57,6457.0,3.0,0,1,0.85,5008.0,5023.0,4.225,1,0
53,7027.0,102.0,0,0,0.52,6691.0,6622.0,4.62,1,0
64,9861.0,6.0,0,1,0.668,7043.0,6845.0,6.509,1,0
38,3072.0,3.0,0,1,0.623,7478.0,7390.0,2.034,1,0
46,6560.0,53.0,0,1,0.767,5971.0,5994.0,4.233,1,0
31,5927.0,34.0,1,1,0.87,8900.0,8303.0,4.025,1,0
59,5394.0,25.0,1,0,0.778,7415.0,7161.0,3.53,1,0
44,3199.0,11.0,1,1,0.471,7556.0,7624.0,2.158,2,0
57,6326.0,20.0,0,1,0.647,7125.0,6784.0,4.226,1,1
34,2553.0,11.0,1,0,0.985,7777.0,7867.0,1.783,1,0
64,2251.0,8.0,1,1,0.401,7098.0,7141.0,1.543,1,0
25,3049.0,19.0,1,0,0.68,10242.0,10828.0,2.145,1,0
54,3127.0,54.0,1,0,0.76,10954.0,11046.0,2.081,1,0
63,4762.0,14.0,1,1,0.604,8262.0,8632.0,3.087,1,0
27,5676.0,3.0,1,1,0.335,8758.0,9228.0,3.883,1,0
47,3279.0,37.0,0,1,0.692,4523.0,4556.0,2.226,1,0
32,11785.0,16.0,0,1,0.777,7957.0,7853.0,8.21,1,0
36,5773.0,14.0,1,1,0.966,12368.0,12367.0,3.829,1,0
26,3795.0,45.0,0,1,0.643,11625.0,12124.0,2.525,2,0
23,5319.0,26.0,1,1,0.714,10806.0,10785.0,3.584,1,0
51,4992.0,57.0,0,1,0.595,14445.0,15363.0,3.238,1,0
37,8724.0,97.0,1,0,0.347,7933.0,7749.0,5.959,1,0
23,7704.0,13.0,0,0,0.708,2913.0,2783.0,4.961,1,0
50,4985.0,11.0,1,1,0.602,5849.0,6082.0,3.325,1,0
46,4075.0,2.0,1,0,0.759,4246.0,4398.0,2.71,1,1
59,4560.0,18.0,0,1,0.578,13555.0,13746.0,3.064,1,1
42,8622.0,20.0,1,1,0.727,12549.0,12795.0,5.937,2,0
28,6002.0,15.0,1,1,0.437,6974.0,7256.0,3.998,1,0
36,8060.0,1.0,1,0,0.784,4478.0,4364.0,5.218,1,0
62,2606.0,12.0,1,1,0.447,11895.0,11615.0,1.735,1,0
58,6493.0,10.0,1,1,0.807,7138.0,6936.0,4.218,1,0
40,6230.0,1.0,1,1,0.464,4229.0,4191.0,4.081,2,0
44,9389.0,22.0,0,0,0.575,6961.0,7266.0,6.196,1,0
32,9251.0,106.0,1,0,0.387,11356.0,11973.0,6.114,1,0
58,10361.0,36.0,0,1,1.0,12340.0,12143.0,6.558,1,0
28,1267.0,21.0,1,1,0.178,5500.0,5524.0,0.851,1,0
47,2704.0,36.0,0,1,0.547,6284.0,6106.0,1.785,2,0
21,6604.0,26.0,0,1,0.42,6722.0,6751.0,4.571,1,0
55,9489.0,6.0,1,0,0.593,9731.0,10091.0,6.521,1,0
46,9177.0,11.0,0,1,0.415,4037.0,3827.0,6.071,2,0
21,5094.0,28.0,1,1,0.708,11390.0,11594.0,3.283,1,0
56,7887.0,32.0,0,1,0.435,6175.0,6182.0,5.115,1,0
45,7469.0,1.0,1,1,0.133,5781.0,5859.0,4.736,1,0
63,12897.0,30.0,1,1,0.547,9588.0,10390.0,8.344,2,1
21,4723.0,99.0,0,1,0.955,6812.0,6734.0,3.113,1,0
41,3468.0,8.0,0,1,0.439,14687.0,14354.0,2.266,1,0
34,5668.0,8.0,1,1,0.437,8691.0,8728.0,3.739,1,0
46,5746.0,0.0,1,0,0.616,12833.0,13503.0,3.947,2,1
48,6618.0,16.0,1,0,0.493,4144.0,4317.0,4.432,1,0
62,2731.0,17.0,0,1,0.663,18655.0,18559.0,1.879,2,0
54,6237.0,35.0,1,1,0.325,5809.0,5619.0,4.145,1,0
25,7063.0,6.0,0,1,0.53,5404.0,5248.0,4.586,1,0
37,5348.0,12.0,0,0,0.329,8737.0,8706.0,3.456,1,0
25,4559.0,24.0,0,1,0.784,16039.0,15483.0,3.075,2,0
31,5885.0,16.0,1,0,0.865,7160.0,7342.0,4.008,1,0
44,3067.0,4.0,1,1,0.627,6877.0,6905.0,2.104,1,0
41,7223.0,10.0,1,1,0.532,9468.0,9466.0,4.735,2,0
48,3294.0,1.0,0,1,0.853,3190.0,3245.0,2.191,1,0
30,4574.0,69.0,0,0,0.922,7235.0,7250.0,3.056,1,0
27,6769.0,117.0,0,1,0.528,12685.0,12702.0,4.288,1,0
43,7920.0,16.0,0,1,0.516,7962.0,7971.0,5.206,1,0
42,7371.0,9.0,0,1,0.786,6228.0,6112.0,4.893,1,0
57,7427.0,2.0,1,1,0.877,5563.0,5471.0,5.091,1,0
47,4959.0,33.0,1,0,0.521,12366.0,12006.0,3.305,1,0
60,3376.0,119.0,1,0,0.111,7891.0,7985.0,2.354,1,0
24,3884.0,35.0,1,0,0.865,4982.0,5027.0,2.658,1,0
29,7129.0,16.0,1,1,0.786,12798.0,12800.0,4.848,1,0
64,3445.0,18.0,1,1,0.552,7833.0,8090.0,2.376,1,0
21,13271.0,7.0,1,1,0.363,7525.0,7726.0,8.794,1,0
40,10230.0,3.0,0,1,0.119,5253.0,5247.0,7.04,1,0
40,12265.0,39.0,0,1,0.7,8606.0,8527.0,8.414,1,0
43,5315.0,3.0,1,1,0.448,6292.0,6377.0,3.557,1,0
55,6235.0,19.0,1,1,0.729,4051.0,4279.0,4.179,1,0
27,2312.0,4.0,1,0,0.922,10990.0,11093.0,1.47,1,0
47,5816.0,5.0,1,0,0.868,6824.0,6835.0,3.733,1,1
55,3945.0,13.0,1,1,0.504,3961.0,3657.0,2.623,1,0
61,3048.0,10.0,1,1,1.0,5243.0,4994.0,1.884,1,0
49,4545.0,27.0,0,0,0.81,8158.0,7881.0,3.003,2,0
56,3522.0,10.0,1,0,0.528,6817.0,7025.0,2.359,1,0
38,11468.0,19.0,1,1,0.559,7049.0,7100.0,7.853,2,1
26,8682.0,140.0,1,1,0.46,7282.0,7641.0,5.932,1,0
47,3600.0,4.0,0,1,0.549,1311.0,1292.0,2.381,1,0
50,3430.0,50.0,0,0,0.742,3557.0,3658.0,2.25,2,0
20,6994.0,28.0,1,0,0.849,8437.0,8271.0,4.805,1,0
44,4821.0,31.0,1,1,0.233,5853.0,5829.0,3.2,1,1
26,8904.0,86.0,1,0,0.552,14351.0,14041.0,5.888,1,0
27,2789.0,60.0,1,1,0.475,2822.0,2946.0,1.776,1,0
54,8393.0,24.0,0,1,0.836,4989.0,5083.0,5.547,1,0
30,1032.0,2.0,0,1,0.683,4782.0,4826.0,0.682,1,0
43,5005.0,1.0,1,1,0.581,10591.0,10250.0,3.307,1,0
54,4384.0,35.0,0,1,0.885,11538.0,11673.0,2.846,1,0
26,8056.0,5.0,1,1,0.823,4917.0,4985.0,5.255,2,0
33,7992.0,8.0,0,1,0.655,12003.0,12156.0,5.388,1,0
64,3713.0,65.0,0,1,0.354,5269.0,5058.0,2.424,2,0
48,9994.0,22.0,1,0,0.94,5147.0,5204.0,7.205,1,1
50,5725.0,39.0,0,1,0.884,15836.0,15725.0,3.892,1,0
51,6292.0,21.0,1,1,0.73,7635.0,7324.0,4.235,2,0
49,8378.0,39.0,0,1,0.817,6299.0,6318.0,5.27,1,0
41,4000.0,7.0,0,0,0.845,8720.0,8892.0,2.601,1,0
28,4027.0,8.0,1,0,0.493,5209.0,4925.0,2.635,2,0
40,1678.0,10.0,1,1,0.708,5689.0,5709.0,1.125,1,1
21,3394.0,0.0,1,0,0.494,14803.0,15409.0,2.286,1,0
61,9190.0,33.0,1,1,0.514,8752.0,8560.0,5.977,1,0
48,10572.0,26.0,1,0,0.634,6758.0,6715.0,7.114,1,0
45,8521.0,15.0,0,1,0.662,5766.0,5683.0,5.75,2,0
61,8402.0,5.0,1,1,0.226,5756.0,5612.0,5.639,1,0
47,16819.0,8.0,1,0,0.778,12297.0,12740.0,11.122,2,0
40,3995.0,22.0,0,1,0.273,8344.0,8568.0,2.576,1,0
56,6705.0,4.0,1,1,1.0,2677.0,2698.0,4.518,1,0
20,7499.0,17.0,1,1,0.911,9979.0,9811.0,5.022,1,0
63,11124.0,24.0,0,1,0.7,12032.0,11942.0,7.455,2,0
63,2875.0,80.0,1,1,0.464,8920.0,8871.0,1.89,1,0
42,5305.0,2.0,0,0,0.499,16332.0,15966.0,3.476,1,0
57,4322.0,29.0,0,0,0.086,4743.0,4678.0,2.755,1,0
50,7950.0,3.0,0,0,0.678,8862.0,8669.0,5.22,2,0
29,8344.0,18.0,1,1,0.56,3134.0,3043.0,5.499,1,0
23,4015.0,62.0,1,1,0.314,11647.0,11697.0,2.604,1,0
50,5876.0,11.0,1,1,0.797,9247.0,9281.0,4.016,1,0
31,4748.0,10.0,0,0,0.971,19032.0,18594.0,3.147,1,0
34,4682.0,26.0,0,1,0.623,10555.0,10984.0,3.149,1,0
32,2047.0,16.0,1,1,0.182,9065.0,9291.0,1.349,1,0
30,4459.0,24.0,0,0,0.396,21059.0,21655.0,3.036,2,0
57,12803.0,62.0,1,1,0.733,10344.0,10391.0,8.91,1,0
26,6706.0,54.0,1,1,0.331,6217.0,6157.0,4.166,1,0
31,7712.0,62.0,1,1,0.673,12020.0,11663.0,5.081,1,0
53,4944.0,30.0,0,1,0.346,1633.0,1669.0,3.23,1,0
28,8312.0,18.0,0,1,0.743,8388.0,8263.0,5.596,1,0
23,4893.0,48.0,0,1,0.293,2585.0,2605.0,3.351,1,0
39,7974.0,6.0,1,0,0.538,15290.0,14891.0,5.374,1,0
52,6658.0,20.0,1,1,0.323,8085.0,8068.0,4.316,1,0
64,5439.0,5.0,0,1,0.546,8164.0,8014.0,3.621,2,0
62,5139.0,6.0,1,0,0.734,17115.0,16720.0,3.339,1,0
46,3471.0,27.0,0,1,0.828,4958.0,5080.0,2.234,2,0
28,5729.0,4.0,1,1,0.716,11598.0,10901.0,3.928,1,0
37,2177.0,3.0,1,1,0.598,10957.0,11651.0,1.454,1,0
41,2196.0,22.0,1,0,0.423,5495.0,5626.0,1.447,1,0
54,5603.0,16.0,0,0,0.359,12590.0,13293.0,3.635,1,0
26,5193.0,8.0,1,0,0.411,13744.0,14349.0,3.476,1,0
63,8133.0,26.0,1,1,0.565,15901.0,16309.0,5.275,1,0
55,10747.0,33.0,1,0,0.414,16078.0,15251.0,7.152,1,0
60,15221.0,29.0,1,1,0.391,13954.0,13853.0,10.059,2,0
23,2246.0,48.0,0,1,0.878,14988.0,15644.0,1.528,1,0
45,8008.0,3.0,0,0,0.219,7599.0,7687.0,5.39,1,1
42,6451.0,63.0,0,1,0.106,3810.0,3682.0,4.333,1,0
46,11288.0,1.0,1,1,0.628,7677.0,7747.0,7.621,1,0
63,8409.0,81.0,1,0,0.627,5752.0,5853.0,5.36,1,0
